fixture_id,date,referee,home_team,away_team,home_goals,away_goals,home_corners,away_corners,total_corners,home_cards,away_cards,total_cards,
974371,2023-02-19 23:06:00+00:00,Guillermo Pacheco,Monterrey,Necaxa,2,1,4,4,8,4,1,5,
974372,2023-02-19 01:05:00+00:00,Adonai Escobedo,Atlas,Tigres UANL,0,1,2,5,7,5,7,12,
974373,2023-02-19 03:05:00+00:00,Marco Ortíz,U.N.A.M. - Pumas,Guadalajara Chivas,1,2,5,7,12,5,4,9,
974374,2023-02-19 23:00:00+00:00,Fernando Hernández,Club Queretaro,Mazatlán,1,1,7,0,7,4,1,5,
974375,2023-02-20 01:05:00+00:00,Fernando Guerrero,Club America,Club Tijuana,2,1,7,3,10,3,3,6,
974376,2023-02-20 03:05:00+00:00,Luis Santander,CF Pachuca,Toluca,1,2,7,5,12,0,2,2,
974366,2023-02-23 02:05:00+00:00,César Ramos,Cruz Azul,Atlas,1,0,5,5,10,2,3,5,
974367,2023-02-24 02:05:00+00:00,Fernando Guerrero,Santos Laguna,Toluca,0,5,8,1,9,1,0,1,
974377,2023-02-25 01:05:00+00:00,Marco Ortíz,Necaxa,Club Queretaro,1,1,4,3,7,2,1,3,
974378,2023-02-25 03:10:00+00:00,Eduardo Galván,Mazatlán,U.N.A.M. - Pumas,1,2,6,8,14,3,1,4,
974379,2023-02-25 23:00:00+00:00,Oscar Macías,Cruz Azul,FC Juarez,1,0,2,7,9,2,2,4,
974380,2023-02-26 01:05:00+00:00,Daniel Quintero,Tigres UANL,Guadalajara Chivas,1,2,9,3,12,1,5,6,
974381,2023-02-26 03:05:00+00:00,Luis Santander,Atlas,Club America,2,2,1,7,8,3,0,3,
974382,2023-02-26 18:00:00+00:00,Jorge Camacho,Toluca,Atletico San Luis,2,0,4,4,8,2,1,3,
974383,2023-02-27 01:05:00+00:00,Brian González,Santos Laguna,Puebla,3,2,5,2,7,1,4,5,
974384,2023-02-27 03:05:00+00:00,Fernando Hernández,Club Tijuana,CF Pachuca,2,0,6,5,11,3,2,5,
974385,2023-02-28 03:10:00+00:00,César Ramos,León,Monterrey,1,1,5,2,7,4,2,6,
974386,2023-03-04 01:05:00+00:00,Fernando Hernández,Necaxa,Tigres UANL,0,1,3,1,4,4,3,7,
974387,2023-03-04 01:05:00+00:00,Jesus López,Mazatlán,Cruz Azul,3,1,8,1,9,3,2,5,
974388,2023-03-04 03:15:00+00:00,Daniel Quintero,Club Tijuana,Atlas,1,1,5,4,9,3,3,6,
974389,2023-03-04 23:00:00+00:00,Fernando Guerrero,León,Atletico San Luis,2,0,10,2,12,1,2,3,
974390,2023-03-05 01:10:00+00:00,Luis Santander,Monterrey,FC Juarez,3,0,9,4,13,1,1,2,
974391,2023-03-05 01:05:00+00:00,Adonai Escobedo,Club America,CF Pachuca,0,3,9,4,13,1,0,1,
974392,2023-03-05 03:05:00+00:00,Victor Cáceres,Guadalajara Chivas,Santos Laguna,2,0,8,7,15,2,1,3,
974393,2023-03-05 18:00:00+00:00,César Ramos,U.N.A.M. - Pumas,Puebla,2,4,5,7,12,3,2,5,
974394,2023-03-06 01:05:00+00:00,Oscar Macías,Club Queretaro,Toluca,1,0,3,8,11,3,1,4,
974395,2023-03-11 01:05:00+00:00,César Ramos,Atletico San Luis,Club Queretaro,2,0,9,3,12,5,3,8,
974396,2023-03-11 03:05:00+00:00,Oscar Mejía,Puebla,Guadalajara Chivas,1,0,2,7,9,4,1,5,
974397,2023-03-11 23:00:00+00:00,Marco Ortíz,Atlas,León,0,1,7,3,10,2,2,4,
974398,2023-03-12 01:05:00+00:00,Daniel Quintero,Cruz Azul,U.N.A.M. - Pumas,1,0,6,1,7,2,4,6,
974399,2023-03-12 03:10:00+00:00,Victor Cáceres,Tigres UANL,Club America,0,2,3,3,6,2,3,5,
974400,2023-03-12 18:00:00+00:00,Luis Santander,Toluca,Mazatlán,4,1,6,0,6,1,3,4,
974401,2023-03-13 01:05:00+00:00,Fernando Guerrero,CF Pachuca,Monterrey,1,2,4,1,5,0,0,0,
974402,2023-03-13 01:05:00+00:00,Ismael López,Santos Laguna,Club Tijuana,3,2,14,5,19,1,1,2,
974403,2023-03-13 03:15:00+00:00,Erick Miranda,FC Juarez,Necaxa,1,1,5,2,7,4,3,7,
974404,2023-03-18 01:00:00+00:00,Oscar Macías,Puebla,Atlas,0,4,3,2,5,3,0,3,
974405,2023-03-18 03:05:00+00:00,Daniel Quintero,Mazatlán,Necaxa,0,1,3,4,7,1,2,3,
974406,2023-03-18 03:05:00+00:00,Edgar Morales,Club Tijuana,Toluca,3,3,4,5,9,6,2,8,
974407,2023-03-18 23:00:00+00:00,Guillermo Pacheco,Cruz Azul,Atletico San Luis,1,0,9,3,12,2,4,6,
974408,2023-03-19 01:05:00+00:00,César Ramos,Tigres UANL,Monterrey,0,1,5,4,9,3,3,6,
974409,2023-03-19 03:10:00+00:00,Marco Ortíz,Guadalajara Chivas,Club America,2,4,9,3,12,4,3,7,
974410,2023-03-19 18:00:00+00:00,Victor Cáceres,U.N.A.M. - Pumas,CF Pachuca,0,2,0,7,7,4,1,5,
974411,2023-03-20 01:05:00+00:00,Fernando Guerrero,Club Queretaro,FC Juarez,2,2,8,5,13,1,3,4,
974412,2023-03-20 03:05:00+00:00,Adonai Escobedo,León,Santos Laguna,4,1,5,3,8,2,4,6,
973611,2023-03-25 03:05:00+00:00,Marco Ortíz,Mazatlán,León,1,2,2,2,4,1,1,2,
974335,2023-03-30 03:05:00+00:00,Oscar Mejía,Club Queretaro,Cruz Azul,2,2,7,1,8,2,1,3,
974413,2023-04-01 01:05:00+00:00,Edgar Morales,Necaxa,Santos Laguna,0,0,5,5,10,2,2,4,
974414,2023-04-01 03:00:00+00:00,Diego Montaño,FC Juarez,Puebla,0,2,9,1,10,4,4,8,
974415,2023-04-01 23:00:00+00:00,Luis Santander,CF Pachuca,Cruz Azul,0,2,10,3,13,1,5,6,
974416,2023-04-02 01:05:00+00:00,Fernando Hernández,Club America,León,2,2,3,5,8,1,3,4,
974417,2023-04-02 01:15:00+00:00,Oscar Macías,Monterrey,Club Tijuana,4,0,2,6,8,2,3,5,
974418,2023-04-02 03:10:00+00:00,César Ramos,Atlas,Guadalajara Chivas,3,3,8,2,10,6,5,11,
974419,2023-04-02 18:00:00+00:00,Marco Ortíz,Toluca,Tigres UANL,3,2,2,3,5,1,7,8,
974420,2023-04-02 23:00:00+00:00,Erick Miranda,Atletico San Luis,Mazatlán,2,1,5,6,11,5,3,8,
974421,2023-04-03 01:05:00+00:00,Adonai Escobedo,Club Queretaro,U.N.A.M. - Pumas,1,0,4,4,8,5,2,7,
974422,2023-04-08 01:05:00+00:00,Ismael López,Puebla,Toluca,1,2,3,4,7,3,4,7,
974423,2023-04-08 03:10:00+00:00,Luis Santander,Club Tijuana,Club Queretaro,1,2,9,8,17,0,2,2,
974425,2023-04-08 23:00:00+00:00,Brian González,Guadalajara Chivas,Necaxa,1,0,6,6,12,0,0,0,
974424,2023-04-09 01:05:00+00:00,Diego Montaño,León,Cruz Azul,0,0,9,5,14,2,1,3,
974426,2023-04-09 01:05:00+00:00,Fernando Guerrero,Tigres UANL,Mazatlán,1,2,9,1,10,0,2,2,
974427,2023-04-09 03:10:00+00:00,Victor Cáceres,Club America,Monterrey,2,1,6,4,10,3,4,7,
974428,2023-04-09 18:00:00+00:00,Oscar Mejía,U.N.A.M. - Pumas,Atletico San Luis,3,1,1,5,6,1,2,3,
974429,2023-04-10 00:05:00+00:00,Oscar Macías,Santos Laguna,CF Pachuca,1,4,3,4,7,6,3,9,
974430,2023-04-10 02:10:00+00:00,Adonai Escobedo,FC Juarez,Atlas,1,1,3,7,10,7,8,15,
974431,2023-04-14 03:05:00+00:00,Luis Santander,Atletico San Luis,FC Juarez,2,0,6,4,10,3,1,4,
974432,2023-04-15 01:05:00+00:00,Adonai Escobedo,Necaxa,Puebla,1,1,7,1,8,2,2,4,
974433,2023-04-15 03:05:00+00:00,César Ramos,Mazatlán,Club Tijuana,1,2,5,5,10,3,4,7,
974434,2023-04-15 23:00:00+00:00,Edgar Morales,Atlas,CF Pachuca,4,1,0,9,9,0,2,2,
974435,2023-04-16 01:05:00+00:00,Victor Cáceres,León,Guadalajara Chivas,0,2,2,5,7,2,4,6,
974436,2023-04-16 03:10:00+00:00,Fernando Guerrero,Cruz Azul,Club America,1,3,1,4,5,5,2,7,
974437,2023-04-16 18:00:00+00:00,Diego Montaño,U.N.A.M. - Pumas,Toluca,3,1,4,7,11,3,7,10,
974438,2023-04-16 23:00:00+00:00,Oscar Macías,Club Queretaro,Tigres UANL,0,0,8,3,11,2,3,5,
974439,2023-04-17 01:10:00+00:00,Marco Ortíz,Monterrey,Santos Laguna,1,2,9,2,11,7,5,12,
974440,2023-04-21 02:05:00+00:00,Erick Miranda,Tigres UANL,Puebla,1,0,7,3,10,2,4,6,
974441,2023-04-22 01:05:00+00:00,Victor Cáceres,Necaxa,Atlas,1,3,4,4,8,3,0,3,
974442,2023-04-22 01:05:00+00:00,Luis Santander,Mazatlán,Monterrey,0,2,5,2,7,5,0,5,
974443,2023-04-22 03:05:00+00:00,Edgar Morales,Club Tijuana,León,0,0,8,5,13,2,4,6,
974444,2023-04-22 23:00:00+00:00,Daniel Quintero,CF Pachuca,Atletico San Luis,2,1,10,3,13,4,3,7,
974445,2023-04-23 01:05:00+00:00,Adonai Escobedo,Guadalajara Chivas,Cruz Azul,2,1,1,7,8,4,4,8,
974446,2023-04-23 03:10:00+00:00,César Ramos,Club America,U.N.A.M. - Pumas,1,1,9,4,13,2,4,6,
974447,2023-04-23 18:00:00+00:00,Fernando Guerrero,Toluca,FC Juarez,1,1,4,4,8,8,2,10,
974448,2023-04-24 01:05:00+00:00,Jorge Camacho,Santos Laguna,Club Queretaro,0,2,6,7,13,1,2,3,
974449,2023-04-29 23:00:00+00:00,Diego Montaño,Puebla,Club Tijuana,5,2,8,6,14,1,2,3,
974450,2023-04-29 03:05:00+00:00,Daniel Quintero,FC Juarez,Club America,0,1,9,3,12,3,2,5,
974451,2023-04-30 01:00:00+00:00,Marco Ortíz,Atletico San Luis,Atlas,0,0,9,3,12,2,4,6,
974452,2023-04-30 01:05:00+00:00,Oscar Macías,Monterrey,U.N.A.M. - Pumas,4,1,5,6,11,3,3,6,
974453,2023-04-30 01:05:00+00:00,Oscar Mejía,Guadalajara Chivas,Mazatlán,4,1,9,8,17,2,5,7,
974454,2023-04-30 03:05:00+00:00,Luis Santander,Cruz Azul,Santos Laguna,3,2,3,6,9,0,0,0,
974455,2023-04-30 18:00:00+00:00,César Ramos,Toluca,Necaxa,3,0,2,3,5,2,3,5,
974456,2023-04-30 23:00:00+00:00,Victor Cáceres,Club Queretaro,CF Pachuca,0,1,6,3,9,0,0,0,
974457,2023-05-01 01:05:00+00:00,Fernando Guerrero,León,Tigres UANL,3,0,4,6,10,2,2,4,
1024695,2023-05-06 23:00:00+00:00,César Ramos,Cruz Azul,Atlas,0,1,5,4,9,2,3,5,
1024693,2023-05-08 01:06:00+00:00,Victor Cáceres,León,Atlético San Luis,1,3,12,4,16,1,2,3,
1024694,2023-05-08 03:10:00+00:00,Marco Ortíz,Tigres UANL,Puebla,1,0,3,6,9,3,4,7,
1025954,2023-05-11 01:00:00+00:00,Luis Santander,Santos Laguna,Monterrey,0,0,6,5,11,1,4,5,
1026493,2023-05-11 03:10:00+00:00,Fernando Guerrero,Atletico San Luis,Club America,1,3,2,5,7,2,4,6,
1026495,2023-05-12 01:00:00+00:00,Marco Ortíz,Atlas,Guadalajara Chivas,1,0,4,9,13,2,2,4,
1026497,2023-05-12 03:10:00+00:00,Adonai Escobedo,Tigres UANL,Toluca,4,1,1,5,6,1,1,2,
1025953,2023-05-14 01:06:00+00:00,Oscar Macías,Monterrey,Santos Laguna,2,0,1,6,7,1,1,2,
1026492,2023-05-14 03:16:00+00:00,Daniel Quintero,Club America,Atletico San Luis,1,2,11,4,15,4,2,6,
1026496,2023-05-14 18:00:00+00:00,César Ramos,Toluca,Tigres UANL,3,1,2,3,5,3,6,9,
1026494,2023-05-15 01:05:00+00:00,Victor Cáceres,Guadalajara Chivas,Atlas,1,0,3,4,7,2,2,4,
1027143,2023-05-18 03:00:00+00:00,Fernando Guerrero,Tigres UANL,Monterrey,1,1,4,5,9,3,4,7,
1027145,2023-05-19 02:10:00+00:00,César Ramos,Guadalajara Chivas,Club America,0,1,8,7,15,3,1,4,
1027144,2023-05-21 01:06:00+00:00,Luis Santander,Monterrey,Tigres UANL,0,1,4,4,8,1,2,3,
1027146,2023-05-22 02:00:00+00:00,Victor Cáceres,Club America,Guadalajara Chivas,1,3,4,2,6,6,4,10,
1028348,2023-05-26 02:00:00+00:00,Fernando Guerrero,Tigres UANL,Guadalajara Chivas,0,0,2,2,4,3,4,7,
1031275,2023-07-01 01:00:00+00:00,Ismael López,Club America,FC Juarez,1,2,10,2,12,2,2,4,
1031276,2023-07-01 03:10:00+00:00,Daniel Quintero,Club Tijuana,U.N.A.M. - Pumas,2,3,5,6,11,1,3,4,
1031277,2023-07-01 01:00:00+00:00,Jesus López,Mazatlán,CF Pachuca,1,1,2,9,11,3,2,5,
1031278,2023-07-01 23:00:00+00:00,Jorge Camacho,Atletico San Luis,Monterrey,1,1,5,2,7,2,2,4,
1031279,2023-07-02 01:00:00+00:00,Oscar Macías,Tigres UANL,Puebla,1,1,6,3,9,1,4,5,
1031280,2023-07-02 03:10:00+00:00,Victor Cáceres,Atlas,Cruz Azul,2,0,8,4,12,4,2,6,
1031281,2023-07-02 18:00:00+00:00,Ismael López,Toluca,Necaxa,0,0,5,4,9,2,4,6,
1031282,2023-07-03 01:05:00+00:00,Abraham Quirarte,Santos Laguna,Club Queretaro,0,2,10,8,18,4,4,8,
1031283,2023-07-04 02:00:00+00:00,Oscar Mejía,León,Guadalajara Chivas,1,2,16,7,23,1,3,4,
1031284,2023-07-08 01:00:00+00:00,Brian González,Puebla,Santos Laguna,2,3,8,5,13,5,2,7,
1031288,2023-07-08 23:50:00+00:00,Ismael López,Cruz Azul,Toluca,0,2,3,4,7,6,4,10,
1031290,2023-07-08 03:00:00+00:00,Oscar Mejía,Necaxa,Club Tijuana,1,1,6,11,17,5,3,8,
1031285,2023-07-09 00:06:00+00:00,Jesus López,FC Juarez,Tigres UANL,1,1,4,11,15,0,1,1,
1031286,2023-07-09 00:05:00+00:00,Victor Cáceres,Guadalajara Chivas,Atletico San Luis,3,1,4,4,8,2,2,4,
1031289,2023-07-09 18:00:00+00:00,Oscar Macías,U.N.A.M. - Pumas,Mazatlán,0,0,11,3,14,2,6,8,
1031287,2023-07-10 01:00:00+00:00,Edgar Morales,Monterrey,Atlas,1,0,0,6,6,3,3,6,
1031292,2023-07-11 02:00:00+00:00,Jorge Camacho,León,CF Pachuca,4,0,11,4,15,3,1,4,
1031293,2023-07-14 01:05:00+00:00,Diego Montaño,Santos Laguna,Atlas,0,0,2,4,6,3,2,5,
1031294,2023-07-14 03:00:00+00:00,Jesus López,Guadalajara Chivas,Necaxa,2,0,5,4,9,1,3,4,
1031295,2023-07-15 01:00:00+00:00,Brian González,Mazatlán,Monterrey,0,3,2,8,10,3,3,6,
1031296,2023-07-15 03:10:00+00:00,Edgar Morales,Club Tijuana,Cruz Azul,2,1,7,1,8,2,2,4,
1031297,2023-07-15 23:00:00+00:00,Daniel Quintero,Atletico San Luis,Club Queretaro,4,1,3,9,12,1,6,7,
1031298,2023-07-16 01:00:00+00:00,Victor Cáceres,Club America,Puebla,3,0,4,5,9,1,1,2,
1031299,2023-07-16 03:05:00+00:00,Ismael López,Tigres UANL,León,1,0,3,5,8,3,5,8,
1031300,2023-07-16 18:00:00+00:00,Mario Terrazas,Toluca,FC Juarez,2,4,5,5,10,4,3,7,
1031301,2023-07-17 02:15:00+00:00,Oscar Mejía,CF Pachuca,U.N.A.M. - Pumas,1,1,15,2,17,3,7,10,
1031302,2023-08-19 03:06:00+00:00,Ismael López,Puebla,Atletico San Luis,1,2,4,5,9,1,1,2,
1031303,2023-08-19 03:10:00+00:00,Fernando Hernández,FC Juarez,Guadalajara Chivas,1,1,3,3,6,2,1,3,
1031305,2023-08-19 01:06:00+00:00,Maximiliano Quintero,León,Mazatlán,2,1,4,5,9,2,5,7,
1031308,2023-08-19 03:00:00+00:00,Luis Santander,U.N.A.M. - Pumas,Toluca,1,1,8,3,11,5,6,11,
1031309,2023-08-20 23:00:00+00:00,Marco Ortíz,Cruz Azul,Santos Laguna,2,2,3,3,6,2,2,4,
1031304,2023-08-21 03:10:00+00:00,Guillermo Pacheco,Necaxa,Tigres UANL,0,3,7,5,12,3,2,5,
1031307,2023-08-21 01:10:00+00:00,Adonai Escobedo,Club America,Atlas,1,1,5,3,8,1,4,5,
1031310,2023-08-21 01:06:00+00:00,Vicente Arce,Club Queretaro,CF Pachuca,1,1,2,1,3,3,2,5,
1031312,2023-08-23 03:06:00+00:00,Ismael López,FC Juarez,U.N.A.M. - Pumas,4,1,4,5,9,4,2,6,
1031316,2023-08-23 01:00:00+00:00,Adonai Escobedo,Guadalajara Chivas,Club Tijuana,1,0,11,2,13,3,4,7,
1031317,2023-08-23 01:00:00+00:00,Luis Santander,Mazatlán,Puebla,1,0,3,6,9,4,0,4,
1031311,2023-08-24 01:00:00+00:00,Marco Ortíz,Club America,Necaxa,3,2,13,2,15,2,2,4,
1031314,2023-08-24 01:06:00+00:00,Jesus López,CF Pachuca,Cruz Azul,1,0,4,7,11,3,4,7,
1031424,2023-08-24 03:00:00+00:00,Edgar Morales,Atletico San Luis,León,3,0,3,2,5,3,3,6,
1031319,2023-08-26 03:10:00+00:00,Fernando Guerrero,Club Tijuana,Mazatlán,1,1,6,0,6,2,2,4,
1031320,2023-08-26 23:00:00+00:00,Guillermo Pacheco,Atlas,Toluca,0,0,7,4,11,3,1,4,
1031425,2023-08-26 01:00:00+00:00,Diego Montaño,Puebla,FC Juarez,1,0,4,8,12,4,4,8,
1031321,2023-08-27 01:00:00+00:00,Oscar Macías,Club America,León,1,1,3,1,4,5,4,9,
1031322,2023-08-27 03:05:00+00:00,Oscar Mejía,Santos Laguna,Guadalajara Chivas,2,1,6,4,10,5,5,10,
1031323,2023-08-28 22:00:00+00:00,Daniel Quintero,Necaxa,Club Queretaro,0,1,3,6,9,4,4,8,
1031324,2023-08-28 00:05:00+00:00,Fernando Hernández,U.N.A.M. - Pumas,Tigres UANL,2,1,2,2,4,5,3,8,
1031325,2023-08-28 02:05:00+00:00,César Ramos,Monterrey,Cruz Azul,1,2,9,4,13,2,5,7,
1031326,2023-08-29 03:10:00+00:00,Jorge Camacho,CF Pachuca,Atletico San Luis,0,2,6,3,9,3,2,5,
1031313,2023-08-31 01:06:00+00:00,Fernando Hernández,Club Queretaro,Atlas,1,2,7,3,10,6,2,8,
1031315,2023-08-31 01:00:00+00:00,Diego Montaño,Toluca,Monterrey,1,0,4,4,8,1,2,3,
1031318,2023-08-31 03:00:00+00:00,Daniel Quintero,Tigres UANL,Santos Laguna,3,2,5,2,7,1,2,3,
1031328,2023-09-02 01:06:00+00:00,Adonai Escobedo,FC Juarez,Mazatlán,3,1,5,3,8,2,5,7,
1031329,2023-09-02 03:10:00+00:00,César Ramos,Puebla,Club Tijuana,3,0,1,6,7,1,1,2,
1031331,2023-09-02 23:00:00+00:00,Victor Cáceres,León,Necaxa,1,1,9,0,9,0,0,0,
1031330,2023-09-03 23:05:00+00:00,Oscar Macías,Guadalajara Chivas,Monterrey,1,2,5,8,13,2,2,4,
1031332,2023-09-03 01:00:00+00:00,Fernando Guerrero,Santos Laguna,U.N.A.M. - Pumas,2,1,5,7,12,5,3,8,
1031333,2023-09-03 01:05:00+00:00,Ismael López,Tigres UANL,Club Queretaro,5,0,4,5,9,0,1,1,
1031334,2023-09-03 03:10:00+00:00,Daniel Quintero,Cruz Azul,Club America,2,3,8,2,10,6,6,12,
1031335,2023-09-03 18:00:00+00:00,Marco Ortíz,Toluca,CF Pachuca,5,0,6,5,11,1,2,3,
1031327,2023-09-04 02:00:00+00:00,Luis Santander,Atletico San Luis,Atlas,2,0,2,6,8,2,2,4,
1031338,2023-09-16 01:00:00+00:00,Marco Ortíz,Mazatlán,Cruz Azul,2,2,4,3,7,2,5,7,
1031339,2023-09-16 03:10:00+00:00,Erick Miranda,Club Tijuana,Toluca,2,1,7,5,12,2,5,7,
1031340,2023-09-16 23:00:00+00:00,Brian González,Necaxa,FC Juarez,1,1,3,4,7,5,3,8,
1031336,2023-09-17 01:00:00+00:00,Luis Santander,Monterrey,León,3,1,7,4,11,4,2,6,
1031337,2023-09-17 03:10:00+00:00,Fernando Guerrero,Club America,Guadalajara Chivas,4,0,4,6,10,2,2,4,
1031341,2023-09-17 18:00:00+00:00,César Ramos,U.N.A.M. - Pumas,Atletico San Luis,3,2,11,3,14,3,6,9,
1031342,2023-09-17 23:00:00+00:00,Victor Cáceres,Club Queretaro,Puebla,1,1,8,3,11,3,3,6,
1031343,2023-09-18 01:00:00+00:00,Adonai Escobedo,Atlas,Tigres UANL,2,0,3,5,8,4,4,8,
1031344,2023-09-19 03:00:00+00:00,Fernando Hernández,CF Pachuca,Santos Laguna,3,2,5,5,10,2,5,7,
1031291,2023-09-21 02:06:00+00:00,Diego Montaño,Club Queretaro,Club America,1,2,7,3,10,1,2,3,
1031345,2023-09-23 01:00:00+00:00,Fernando Hernández,Atletico San Luis,Mazatlán,3,2,7,6,13,2,5,7,
1031346,2023-09-23 01:00:00+00:00,Victor Cáceres,FC Juarez,Atlas,1,2,9,1,10,1,3,4,
1031347,2023-09-23 03:10:00+00:00,Guillermo Pacheco,Puebla,U.N.A.M. - Pumas,0,2,7,2,9,4,4,8,
1031348,2023-09-24 01:00:00+00:00,Fernando Guerrero,León,Club Tijuana,1,0,3,6,9,0,2,2,
1031349,2023-09-24 01:00:00+00:00,César Ramos,Guadalajara Chivas,CF Pachuca,0,0,10,1,11,1,3,4,
1031350,2023-09-24 03:05:00+00:00,Marco Ortíz,Tigres UANL,Monterrey,3,0,5,4,9,4,4,8,
1031426,2023-09-24 18:00:00+00:00,Adonai Escobedo,Toluca,Club America,1,1,4,3,7,3,0,3,
1031351,2023-09-25 22:00:00+00:00,Abraham Quirarte,Cruz Azul,Club Queretaro,1,3,4,8,12,1,3,4,
1031352,2023-09-25 02:05:00+00:00,Oscar Mejía,Santos Laguna,Necaxa,2,5,14,4,18,1,0,1,
1031367,2023-09-27 01:05:00+00:00,Edgar Morales,Guadalajara Chivas,Mazatlán,1,3,10,4,14,4,3,7,
1031353,2023-09-29 02:00:00+00:00,Ismael López,Atlas,Puebla,2,3,10,1,11,1,5,6,
1031354,2023-09-30 01:00:00+00:00,Guillermo Pacheco,Club Queretaro,León,1,1,2,8,10,3,4,7,
1031356,2023-09-30 03:10:00+00:00,Fernando Hernández,Club Tijuana,FC Juarez,5,1,8,3,11,5,5,10,
1031357,2023-09-30 23:00:00+00:00,Mario Terrazas,CF Pachuca,Necaxa,1,1,6,4,10,7,5,12,
1031361,2023-09-30 03:00:00+00:00,Adonai Escobedo,Atletico San Luis,Cruz Azul,1,2,6,4,10,1,3,4,
1031355,2023-10-01 01:06:00+00:00,Jesus López,Mazatlán,Tigres UANL,2,3,5,2,7,3,3,6,
1031359,2023-10-01 00:40:00+00:00,Victor Cáceres,Club America,U.N.A.M. - Pumas,1,0,5,5,10,3,5,8,
1031360,2023-10-02 23:20:00+00:00,Daniel Quintero,Toluca,Guadalajara Chivas,1,1,3,5,8,3,3,6,
1031362,2023-10-04 01:00:00+00:00,Erick Miranda,Puebla,Monterrey,1,1,2,8,10,1,3,4,
1031363,2023-10-04 03:00:00+00:00,Marco Ortíz,Club America,CF Pachuca,4,0,4,3,7,2,3,5,
1031364,2023-10-05 01:00:00+00:00,Luis Santander,U.N.A.M. - Pumas,Club Queretaro,4,0,5,2,7,1,2,3,
1031365,2023-10-05 01:00:00+00:00,Fernando Guerrero,Necaxa,Cruz Azul,1,3,3,7,10,1,2,3,
1031366,2023-10-05 03:00:00+00:00,César Ramos,Tigres UANL,Toluca,2,2,8,0,8,4,7,11,
1031368,2023-10-05 03:00:00+00:00,Ismael López,Santos Laguna,Club Tijuana,2,1,6,6,12,3,1,4,
1031370,2023-10-07 03:00:00+00:00,Oscar Mejía,Mazatlán,Club America,1,2,1,9,10,5,3,8,
1031371,2023-10-07 23:00:00+00:00,Daniel Quintero,Monterrey,FC Juarez,3,1,3,4,7,4,4,8,
1031372,2023-10-08 01:00:00+00:00,Ismael López,CF Pachuca,Tigres UANL,1,1,5,2,7,1,2,3,
1031373,2023-10-08 01:00:00+00:00,Adonai Escobedo,Guadalajara Chivas,Atlas,4,1,4,10,14,0,4,4,
1031374,2023-10-08 03:10:00+00:00,César Ramos,Cruz Azul,U.N.A.M. - Pumas,1,4,13,3,16,2,5,7,
1031375,2023-10-08 18:00:00+00:00,Fernando Hernández,Toluca,Club Queretaro,3,1,6,2,8,0,3,3,
1031376,2023-10-08 23:00:00+00:00,Guillermo Pacheco,Necaxa,Puebla,1,2,4,4,8,5,3,8,
1031377,2023-10-09 01:05:00+00:00,Marco Ortíz,Santos Laguna,León,0,2,3,8,11,6,1,7,
1031378,2023-10-09 03:00:00+00:00,Luis Santander,Club Tijuana,Atletico San Luis,2,1,4,6,10,2,4,6,
1031379,2023-10-21 01:00:00+00:00,Marco Ortíz,Atlas,Mazatlán,1,3,7,3,10,5,3,8,
1031380,2023-10-21 01:06:00+00:00,Fernando Guerrero,FC Juarez,CF Pachuca,0,1,5,12,17,6,2,8,
1031381,2023-10-21 23:00:00+00:00,Oscar Mejía,León,Toluca,1,0,8,5,13,1,6,7,
1031428,2023-10-21 03:10:00+00:00,Victor Cáceres,Puebla,Guadalajara Chivas,0,2,8,2,10,4,4,8,
1031382,2023-10-22 01:00:00+00:00,César Ramos,Club America,Santos Laguna,4,3,3,5,8,3,3,6,
1031383,2023-10-22 03:10:00+00:00,Edgar Morales,Tigres UANL,Cruz Azul,2,1,5,7,12,3,3,6,
1031384,2023-10-22 18:00:00+00:00,Ismael López,U.N.A.M. - Pumas,Monterrey,0,1,4,5,9,2,6,8,
1031386,2023-10-22 01:06:00+00:00,Oscar Macías,Club Queretaro,Club Tijuana,1,0,5,6,11,8,2,10,
1031385,2023-10-23 00:00:00+00:00,Fernando Hernández,Atletico San Luis,Necaxa,4,0,5,7,12,1,5,6,
1031427,2023-10-25 01:00:00+00:00,Diego Montaño,León,Atlas,1,1,8,6,14,1,3,4,
1031306,2023-10-26 01:00:00+00:00,Victor Cáceres,Monterrey,Club Tijuana,3,1,7,9,16,2,1,3,
1031369,2023-10-26 03:06:00+00:00,Oscar Mejía,FC Juarez,Atletico San Luis,3,2,1,5,6,3,7,10,
1031387,2023-10-28 01:00:00+00:00,Abraham Quirarte,Necaxa,U.N.A.M. - Pumas,1,0,11,1,12,5,4,9,
1031388,2023-10-28 03:00:00+00:00,Luis Santander,Mazatlán,Club Queretaro,3,0,6,5,11,4,2,6,
1031389,2023-10-29 00:00:00+00:00,Brian González,Cruz Azul,León,1,0,0,0,0,0,0,0,
1031390,2023-10-29 01:05:00+00:00,Jorge Camacho,CF Pachuca,Puebla,1,1,7,2,9,2,1,3,
1031391,2023-10-29 01:05:00+00:00,Fernando Hernández,Guadalajara Chivas,Tigres UANL,0,4,9,1,10,4,3,7,
1031392,2023-10-29 03:10:00+00:00,Adonai Escobedo,Monterrey,Club America,0,3,1,3,4,3,3,6,
1031393,2023-10-29 18:00:00+00:00,César Ramos,Toluca,Atletico San Luis,3,1,5,5,10,5,5,10,
1031394,2023-10-30 01:05:00+00:00,Diego Montaño,Santos Laguna,FC Juarez,5,1,5,3,8,1,2,3,
